#xi    den_contrast    shot_noise
-60.0   0.885653454250171   0.0325792889585755
-58.0   0.8900593925148048   0.03188968715122666
-56.0   0.990258671799482   0.03300862239331607
-54.0   1.0118842874137566   0.032881821143058716
-52.0   1.041940754863735   0.03299859479464654
-50.0   1.122997418094305   0.033983447827332584
-48.0   1.1454279775157779   0.034134896585439584
-46.0   1.1098036475065274   0.03349230039590391
-44.0   1.166393008336636   0.03429084824017567
-42.0   1.1075697092641388   0.03342488330744139
-40.0   1.0544688207756354   0.032666295266491126
-38.0   1.047848697471761   0.03264975791690188
-36.0   0.9976383008237374   0.03196639308281954
-34.0   0.9486292692139854   0.03129239218936507
-32.0   0.9324391837771054   0.031150606783009564
-30.0   0.8916006972096061   0.030581651616704376
-28.0   0.9507692261432547   0.03169230753810849
-26.0   0.9200291655221198   0.03126386372219324
-24.0   0.9350357855821247   0.03157391502218293
-22.0   0.8845995173678998   0.030723411153649422
-20.0   0.8376858917157606   0.029860277191892524
-18.0   0.8217509609103443   0.029480151509459502
-16.0   0.8704140196020707   0.030176176716903688
-14.0   0.9052143037104046   0.030532120680059935
-12.0   1.0215440180116335   0.032096107231915194
-10.0   1.2914619216955563   0.03561383393352289
-8.0   1.581726491589943   0.03878691727131151
-6.0   1.2787635467768894   0.034225321652817706
-4.0   1.1318877739262738   0.031514361593384464
-2.0   1.1329584750717594   0.03077827990365917
0.0   1.2639389331036146   0.031657887620095006
2.0   1.0466258187541713   0.02799225322636115
4.0   1.0061192970544879   0.026615422478699746
6.0   0.8967497150848428   0.024325485618079023
8.0   0.6406514784380243   0.019875316761897934
10.0   0.8748019857695004   0.02242345007376031
12.0   1.143756807642786   0.024730238213735344
14.0   1.1890624623970913   0.024302032426683984
