#xi    den_contrast    shot_noise
-60.0   0.9835726619133055   0.034222869837745425
-58.0   1.014334968573308   0.034428772202634406
-56.0   0.9834340790821107   0.03363273586136817
-54.0   1.0453355157231958   0.03444497634912736
-52.0   0.9989344083409881   0.033484357444136456
-50.0   1.026315867751569   0.03378159827179625
-48.0   0.9730141761145253   0.032763091529582025
-46.0   0.982919355288091   0.032818722037351575
-44.0   1.016379365085527   0.033274766562478186
-42.0   0.9340680260971499   0.03181448322171465
-40.0   0.9789939716185542   0.03248905604395379
-38.0   0.9923501211405724   0.03262827099357175
-36.0   1.0415754923756102   0.03334001906458575
-34.0   1.0281495808541998   0.033028923132189796
-32.0   1.009837598461031   0.032626371866877335
-30.0   1.0273172922739962   0.03278301213942958
-28.0   1.0690761622863576   0.03329502254765729
-26.0   0.9954747080808992   0.03196276658652521
-24.0   1.0170173518529686   0.032112779421338396
-22.0   0.9849405849043847   0.03138281653059014
-20.0   0.9466714738074543   0.030521913318813113
-18.0   0.9373199255409159   0.030095529051380757
-16.0   0.9902173589236194   0.03061714515357895
-14.0   0.961280433623066   0.02982238199442679
-12.0   0.9912800487445902   0.02990181285856193
-10.0   1.0350520110371368   0.030131528978852164
-8.0   1.0091739518204532   0.029303782871572082
-6.0   1.0111502422194667   0.028854696245001008
-4.0   1.0007852419098335   0.028205124907155016
-2.0   1.0190388470372298   0.02793197935883356
0.0   1.1691789499139307   0.02933047113099993
2.0   1.0189915877331193   0.02681556809823998
4.0   0.9639107592571649   0.02551671960785138
6.0   0.9416868846290323   0.024653516581556928
8.0   0.9278987017776089   0.023902533797445072
10.0   0.976575131840057   0.023933077216733267
12.0   1.0083057352289344   0.0237199167898104
14.0   1.056268289681297   0.02366625692331102
